step,method,q,seed,ablation,approx_kl,mean_kl_window
483328,TEL-PPO,25.0,50,baseline,0.0054,
487424,TEL-PPO,25.0,50,baseline,0.021,
491520,TEL-PPO,25.0,50,baseline,0.0197,
495616,TEL-PPO,25.0,50,baseline,0.0,
499712,TEL-PPO,25.0,50,baseline,0.0156,
503808,TEL-PPO,25.0,50,baseline,0.015,
507904,TEL-PPO,25.0,50,baseline,0.0368,
512000,TEL-PPO,25.0,50,baseline,0.0043,
516096,TEL-PPO,25.0,50,baseline,0.0229,
520192,TEL-PPO,25.0,50,baseline,0.0087,
524288,TEL-PPO,25.0,50,baseline,0.0065,
528384,TEL-PPO,25.0,50,baseline,0.0047,
532480,TEL-PPO,25.0,50,baseline,0.0055,
536576,TEL-PPO,25.0,50,baseline,0.0019,
540672,TEL-PPO,25.0,50,baseline,0.0292,
544768,TEL-PPO,25.0,50,baseline,0.0144,
548864,TEL-PPO,25.0,50,baseline,0.0264,
552960,TEL-PPO,25.0,50,baseline,0.0033,
557056,TEL-PPO,25.0,50,baseline,0.0161,
561152,TEL-PPO,25.0,50,baseline,0.0319,
565248,TEL-PPO,25.0,50,baseline,0.0215,
569344,TEL-PPO,25.0,50,baseline,0.0,
0,TEL-PPO,25.0,1024,baseline,0.01976301670074463,
0,TEL-PPO,25.0,1024,baseline,0.01976301670074463,
0,TEL-PPO,25.0,1024,baseline,0.01976301670074463,
4096,TEL-PPO,25.0,1024,baseline,0.01464369467326573,
4096,TEL-PPO,25.0,1024,baseline,0.01464369467326573,
4096,TEL-PPO,25.0,1024,baseline,0.01464369467326573,
8192,TEL-PPO,25.0,1024,baseline,0.01556812971830368,
8192,TEL-PPO,25.0,1024,baseline,0.01556812971830368,
8192,TEL-PPO,25.0,1024,baseline,0.01556812971830368,
12288,TEL-PPO,25.0,1024,baseline,0.015532299876213074,
12288,TEL-PPO,25.0,1024,baseline,0.015532299876213074,
12288,TEL-PPO,25.0,1024,baseline,0.015532299876213074,
16384,TEL-PPO,25.0,1024,baseline,0.013980746269226074,
16384,TEL-PPO,25.0,1024,baseline,0.013980746269226074,
16384,TEL-PPO,25.0,1024,baseline,0.013980746269226074,
20480,TEL-PPO,25.0,1024,baseline,0.008930768285478865,
20480,TEL-PPO,25.0,1024,baseline,0.008930768285478865,
20480,TEL-PPO,25.0,1024,baseline,0.008930768285478865,
24576,TEL-PPO,25.0,1024,baseline,0.010922223329544067,
24576,TEL-PPO,25.0,1024,baseline,0.010922223329544067,
24576,TEL-PPO,25.0,1024,baseline,0.010922223329544067,
28672,TEL-PPO,25.0,1024,baseline,0.009205535054206848,
28672,TEL-PPO,25.0,1024,baseline,0.009205535054206848,
28672,TEL-PPO,25.0,1024,baseline,0.009205535054206848,
32768,TEL-PPO,25.0,1024,baseline,0.00993277132511139,
32768,TEL-PPO,25.0,1024,baseline,0.00993277132511139,
32768,TEL-PPO,25.0,1024,baseline,0.00993277132511139,
36864,TEL-PPO,25.0,1024,baseline,0.006852351129055023,
36864,TEL-PPO,25.0,1024,baseline,0.006852351129055023,
36864,TEL-PPO,25.0,1024,baseline,0.006852351129055023,
40960,TEL-PPO,25.0,1024,baseline,0.005573637783527374,
40960,TEL-PPO,25.0,1024,baseline,0.005573637783527374,
40960,TEL-PPO,25.0,1024,baseline,0.005573637783527374,
45056,TEL-PPO,25.0,1024,baseline,0.00562826544046402,
45056,TEL-PPO,25.0,1024,baseline,0.00562826544046402,
45056,TEL-PPO,25.0,1024,baseline,0.00562826544046402,
49152,TEL-PPO,25.0,1024,baseline,0.0072550177574157715,
49152,TEL-PPO,25.0,1024,baseline,0.0072550177574157715,
49152,TEL-PPO,25.0,1024,baseline,0.0072550177574157715,
53248,TEL-PPO,25.0,1024,baseline,0.0048216283321380615,
53248,TEL-PPO,25.0,1024,baseline,0.0048216283321380615,
53248,TEL-PPO,25.0,1024,baseline,0.0048216283321380615,
57344,TEL-PPO,25.0,1024,baseline,0.006430365145206451,
57344,TEL-PPO,25.0,1024,baseline,0.006430365145206451,
57344,TEL-PPO,25.0,1024,baseline,0.006430365145206451,
61440,TEL-PPO,25.0,1024,baseline,0.004609622061252594,
61440,TEL-PPO,25.0,1024,baseline,0.004609622061252594,
61440,TEL-PPO,25.0,1024,baseline,0.004609622061252594,
65536,TEL-PPO,25.0,1024,baseline,0.004077784717082977,
65536,TEL-PPO,25.0,1024,baseline,0.004077784717082977,
65536,TEL-PPO,25.0,1024,baseline,0.004077784717082977,
69632,TEL-PPO,25.0,1024,baseline,0.0015800297260284424,
69632,TEL-PPO,25.0,1024,baseline,0.0015800297260284424,
69632,TEL-PPO,25.0,1024,baseline,0.0015800297260284424,
73728,TEL-PPO,25.0,1024,baseline,0.003346286714076996,
73728,TEL-PPO,25.0,1024,baseline,0.003346286714076996,
73728,TEL-PPO,25.0,1024,baseline,0.003346286714076996,
77824,TEL-PPO,25.0,1024,baseline,0.00045446306467056274,
77824,TEL-PPO,25.0,1024,baseline,0.00045446306467056274,
77824,TEL-PPO,25.0,1024,baseline,0.00045446306467056274,
81920,TEL-PPO,25.0,1024,baseline,0.003878951072692871,
81920,TEL-PPO,25.0,1024,baseline,0.003878951072692871,
81920,TEL-PPO,25.0,1024,baseline,0.003878951072692871,
86016,TEL-PPO,25.0,1024,baseline,0.002433091402053833,
86016,TEL-PPO,25.0,1024,baseline,0.002433091402053833,
86016,TEL-PPO,25.0,1024,baseline,0.002433091402053833,
90112,TEL-PPO,25.0,1024,baseline,0.004873871803283691,
90112,TEL-PPO,25.0,1024,baseline,0.004873871803283691,
90112,TEL-PPO,25.0,1024,baseline,0.004873871803283691,
94208,TEL-PPO,25.0,1024,baseline,0.00275576114654541,
94208,TEL-PPO,25.0,1024,baseline,0.00275576114654541,
94208,TEL-PPO,25.0,1024,baseline,0.00275576114654541,
98304,TEL-PPO,25.0,1024,baseline,0.00475543737411499,
98304,TEL-PPO,25.0,1024,baseline,0.00475543737411499,
98304,TEL-PPO,25.0,1024,baseline,0.00475543737411499,
102400,TEL-PPO,25.0,1024,baseline,0.0032216310501098633,
102400,TEL-PPO,25.0,1024,baseline,0.0032216310501098633,
102400,TEL-PPO,25.0,1024,baseline,0.0032216310501098633,
106496,TEL-PPO,25.0,1024,baseline,0.003281712532043457,
106496,TEL-PPO,25.0,1024,baseline,0.003281712532043457,
106496,TEL-PPO,25.0,1024,baseline,0.003281712532043457,
110592,TEL-PPO,25.0,1024,baseline,0.0007236003875732422,
110592,TEL-PPO,25.0,1024,baseline,0.0007236003875732422,
110592,TEL-PPO,25.0,1024,baseline,0.0007236003875732422,
114688,TEL-PPO,25.0,1024,baseline,0.005103111267089844,
114688,TEL-PPO,25.0,1024,baseline,0.005103111267089844,
114688,TEL-PPO,25.0,1024,baseline,0.005103111267089844,
118784,TEL-PPO,25.0,1024,baseline,0.0017230510711669922,
118784,TEL-PPO,25.0,1024,baseline,0.0017230510711669922,
118784,TEL-PPO,25.0,1024,baseline,0.0017230510711669922,
122880,TEL-PPO,25.0,1024,baseline,0.0063037872314453125,
122880,TEL-PPO,25.0,1024,baseline,0.0063037872314453125,
122880,TEL-PPO,25.0,1024,baseline,0.0063037872314453125,
126976,TEL-PPO,25.0,1024,baseline,0.0060710906982421875,
126976,TEL-PPO,25.0,1024,baseline,0.0060710906982421875,
126976,TEL-PPO,25.0,1024,baseline,0.0060710906982421875,
131072,TEL-PPO,25.0,1024,baseline,0.003050565719604492,
131072,TEL-PPO,25.0,1024,baseline,0.003050565719604492,
131072,TEL-PPO,25.0,1024,baseline,0.003050565719604492,
135168,TEL-PPO,25.0,1024,baseline,0.005306243896484375,
135168,TEL-PPO,25.0,1024,baseline,0.005306243896484375,
135168,TEL-PPO,25.0,1024,baseline,0.005306243896484375,
139264,TEL-PPO,25.0,1024,baseline,0.008158445358276367,
139264,TEL-PPO,25.0,1024,baseline,0.008158445358276367,
139264,TEL-PPO,25.0,1024,baseline,0.008158445358276367,
143360,TEL-PPO,25.0,1024,baseline,0.011814117431640625,
143360,TEL-PPO,25.0,1024,baseline,0.011814117431640625,
143360,TEL-PPO,25.0,1024,baseline,0.011814117431640625,
147456,TEL-PPO,25.0,1024,baseline,0.0004744529724121094,
147456,TEL-PPO,25.0,1024,baseline,0.0004744529724121094,
147456,TEL-PPO,25.0,1024,baseline,0.0004744529724121094,
151552,TEL-PPO,25.0,1024,baseline,0.008137226104736328,
151552,TEL-PPO,25.0,1024,baseline,0.008137226104736328,
151552,TEL-PPO,25.0,1024,baseline,0.008137226104736328,
155648,TEL-PPO,25.0,1024,baseline,0.016112327575683594,
155648,TEL-PPO,25.0,1024,baseline,0.016112327575683594,
155648,TEL-PPO,25.0,1024,baseline,0.016112327575683594,0.004931646957993507
159744,TEL-PPO,25.0,1024,baseline,-0.00022649765014648438,
159744,TEL-PPO,25.0,1024,baseline,-0.00022649765014648438,
159744,TEL-PPO,25.0,1024,baseline,-0.00022649765014648438,
163840,TEL-PPO,25.0,1024,baseline,0.0053501129150390625,
163840,TEL-PPO,25.0,1024,baseline,0.0053501129150390625,
163840,TEL-PPO,25.0,1024,baseline,0.0053501129150390625,
167936,TEL-PPO,25.0,1024,baseline,0.008827686309814453,
167936,TEL-PPO,25.0,1024,baseline,0.008827686309814453,
167936,TEL-PPO,25.0,1024,baseline,0.008827686309814453,
172032,TEL-PPO,25.0,1024,baseline,0.006153106689453125,
172032,TEL-PPO,25.0,1024,baseline,0.006153106689453125,
172032,TEL-PPO,25.0,1024,baseline,0.006153106689453125,
176128,TEL-PPO,25.0,1024,baseline,-0.0008625984191894531,
176128,TEL-PPO,25.0,1024,baseline,-0.0008625984191894531,
176128,TEL-PPO,25.0,1024,baseline,-0.0008625984191894531,
180224,TEL-PPO,25.0,1024,baseline,0.01413106918334961,
180224,TEL-PPO,25.0,1024,baseline,0.01413106918334961,
180224,TEL-PPO,25.0,1024,baseline,0.01413106918334961,
184320,TEL-PPO,25.0,1024,baseline,0.004282474517822266,
184320,TEL-PPO,25.0,1024,baseline,0.004282474517822266,
184320,TEL-PPO,25.0,1024,baseline,0.004282474517822266,
188416,TEL-PPO,25.0,1024,baseline,0.010811328887939453,
188416,TEL-PPO,25.0,1024,baseline,0.010811328887939453,
188416,TEL-PPO,25.0,1024,baseline,0.010811328887939453,
192512,TEL-PPO,25.0,1024,baseline,0.006724357604980469,
192512,TEL-PPO,25.0,1024,baseline,0.006724357604980469,
192512,TEL-PPO,25.0,1024,baseline,0.006724357604980469,
196608,TEL-PPO,25.0,1024,baseline,0.006213188171386719,
196608,TEL-PPO,25.0,1024,baseline,0.006213188171386719,
196608,TEL-PPO,25.0,1024,baseline,0.006213188171386719,
200704,TEL-PPO,25.0,1024,baseline,0.006796836853027344,
200704,TEL-PPO,25.0,1024,baseline,0.006796836853027344,
200704,TEL-PPO,25.0,1024,baseline,0.006796836853027344,
204800,TEL-PPO,25.0,1024,baseline,-0.005982398986816406,
204800,TEL-PPO,25.0,1024,baseline,-0.005982398986816406,
204800,TEL-PPO,25.0,1024,baseline,-0.005982398986816406,
208896,TEL-PPO,25.0,1024,baseline,0.012063980102539062,
208896,TEL-PPO,25.0,1024,baseline,0.012063980102539062,
208896,TEL-PPO,25.0,1024,baseline,0.012063980102539062,
212992,TEL-PPO,25.0,1024,baseline,0.015523910522460938,
212992,TEL-PPO,25.0,1024,baseline,0.015523910522460938,
212992,TEL-PPO,25.0,1024,baseline,0.015523910522460938,
217088,TEL-PPO,25.0,1024,baseline,0.017061505998883928,
217088,TEL-PPO,25.0,1024,baseline,0.017061505998883928,
217088,TEL-PPO,25.0,1024,baseline,0.017061505998883928,
221184,TEL-PPO,25.0,1024,baseline,0.015924453735351562,
221184,TEL-PPO,25.0,1024,baseline,0.015924453735351562,
221184,TEL-PPO,25.0,1024,baseline,0.015924453735351562,
225280,TEL-PPO,25.0,1024,baseline,0.009554862976074219,
225280,TEL-PPO,25.0,1024,baseline,0.009554862976074219,
225280,TEL-PPO,25.0,1024,baseline,0.009554862976074219,
229376,TEL-PPO,25.0,1024,baseline,0.006114414760044643,
229376,TEL-PPO,25.0,1024,baseline,0.006114414760044643,
229376,TEL-PPO,25.0,1024,baseline,0.006114414760044643,
233472,TEL-PPO,25.0,1024,baseline,0.009484291076660156,
233472,TEL-PPO,25.0,1024,baseline,0.009484291076660156,
233472,TEL-PPO,25.0,1024,baseline,0.009484291076660156,
237568,TEL-PPO,25.0,1024,baseline,0.004193305969238281,
237568,TEL-PPO,25.0,1024,baseline,0.004193305969238281,
237568,TEL-PPO,25.0,1024,baseline,0.004193305969238281,0.0076069695608956475
241664,TEL-PPO,25.0,1024,baseline,0.008374214172363281,
241664,TEL-PPO,25.0,1024,baseline,0.008374214172363281,
241664,TEL-PPO,25.0,1024,baseline,0.008374214172363281,
245760,TEL-PPO,25.0,1024,baseline,0.0005559921264648438,
245760,TEL-PPO,25.0,1024,baseline,0.0005559921264648438,
245760,TEL-PPO,25.0,1024,baseline,0.0005559921264648438,
249856,TEL-PPO,25.0,1024,baseline,0.016693115234375,
249856,TEL-PPO,25.0,1024,baseline,0.016693115234375,
249856,TEL-PPO,25.0,1024,baseline,0.016693115234375,
253952,TEL-PPO,25.0,1024,baseline,0.003204345703125,
253952,TEL-PPO,25.0,1024,baseline,0.003204345703125,
253952,TEL-PPO,25.0,1024,baseline,0.003204345703125,
258048,TEL-PPO,25.0,1024,baseline,-0.0018568038940429688,
258048,TEL-PPO,25.0,1024,baseline,-0.0018568038940429688,
258048,TEL-PPO,25.0,1024,baseline,-0.0018568038940429688,
262144,TEL-PPO,25.0,1024,baseline,0.006411552429199219,
262144,TEL-PPO,25.0,1024,baseline,0.006411552429199219,
262144,TEL-PPO,25.0,1024,baseline,0.006411552429199219,
266240,TEL-PPO,25.0,1024,baseline,0.027285257975260418,
266240,TEL-PPO,25.0,1024,baseline,0.027285257975260418,
266240,TEL-PPO,25.0,1024,baseline,0.027285257975260418,
270336,TEL-PPO,25.0,1024,baseline,-0.0001277923583984375,
270336,TEL-PPO,25.0,1024,baseline,-0.0001277923583984375,
270336,TEL-PPO,25.0,1024,baseline,-0.0001277923583984375,
274432,TEL-PPO,25.0,1024,baseline,0.0019378662109375,
274432,TEL-PPO,25.0,1024,baseline,0.0019378662109375,
274432,TEL-PPO,25.0,1024,baseline,0.0019378662109375,
278528,TEL-PPO,25.0,1024,baseline,0.010217666625976562,
278528,TEL-PPO,25.0,1024,baseline,0.010217666625976562,
278528,TEL-PPO,25.0,1024,baseline,0.010217666625976562,
282624,TEL-PPO,25.0,1024,baseline,-0.002803802490234375,
282624,TEL-PPO,25.0,1024,baseline,-0.002803802490234375,
282624,TEL-PPO,25.0,1024,baseline,-0.002803802490234375,
286720,TEL-PPO,25.0,1024,baseline,0.011400495256696428,
286720,TEL-PPO,25.0,1024,baseline,0.011400495256696428,
286720,TEL-PPO,25.0,1024,baseline,0.011400495256696428,
290816,TEL-PPO,25.0,1024,baseline,0.0050067901611328125,
290816,TEL-PPO,25.0,1024,baseline,0.0050067901611328125,
290816,TEL-PPO,25.0,1024,baseline,0.0050067901611328125,
294912,TEL-PPO,25.0,1024,baseline,0.0038096110026041665,
294912,TEL-PPO,25.0,1024,baseline,0.0038096110026041665,
294912,TEL-PPO,25.0,1024,baseline,0.0038096110026041665,
299008,TEL-PPO,25.0,1024,baseline,0.0071697235107421875,
299008,TEL-PPO,25.0,1024,baseline,0.0071697235107421875,
299008,TEL-PPO,25.0,1024,baseline,0.0071697235107421875,
303104,TEL-PPO,25.0,1024,baseline,0.02483367919921875,
303104,TEL-PPO,25.0,1024,baseline,0.02483367919921875,
303104,TEL-PPO,25.0,1024,baseline,0.02483367919921875,
307200,TEL-PPO,25.0,1024,baseline,0.01087188720703125,
307200,TEL-PPO,25.0,1024,baseline,0.01087188720703125,
307200,TEL-PPO,25.0,1024,baseline,0.01087188720703125,
311296,TEL-PPO,25.0,1024,baseline,-0.0044002532958984375,
311296,TEL-PPO,25.0,1024,baseline,-0.0044002532958984375,
311296,TEL-PPO,25.0,1024,baseline,-0.0044002532958984375,
315392,TEL-PPO,25.0,1024,baseline,0.002201080322265625,
315392,TEL-PPO,25.0,1024,baseline,0.002201080322265625,
315392,TEL-PPO,25.0,1024,baseline,0.002201080322265625,
319488,TEL-PPO,25.0,1024,baseline,0.026537214006696428,
319488,TEL-PPO,25.0,1024,baseline,0.026537214006696428,
319488,TEL-PPO,25.0,1024,baseline,0.026537214006696428,0.007866091955275763
323584,TEL-PPO,25.0,1024,baseline,0.01953125,
323584,TEL-PPO,25.0,1024,baseline,0.01953125,
323584,TEL-PPO,25.0,1024,baseline,0.01953125,
327680,TEL-PPO,25.0,1024,baseline,0.009653727213541666,
327680,TEL-PPO,25.0,1024,baseline,0.009653727213541666,
327680,TEL-PPO,25.0,1024,baseline,0.009653727213541666,
331776,TEL-PPO,25.0,1024,baseline,0.012750625610351562,
331776,TEL-PPO,25.0,1024,baseline,0.012750625610351562,
331776,TEL-PPO,25.0,1024,baseline,0.012750625610351562,
335872,TEL-PPO,25.0,1024,baseline,-0.00214385986328125,
335872,TEL-PPO,25.0,1024,baseline,-0.00214385986328125,
335872,TEL-PPO,25.0,1024,baseline,-0.00214385986328125,
339968,TEL-PPO,25.0,1024,baseline,0.007358551025390625,
339968,TEL-PPO,25.0,1024,baseline,0.007358551025390625,
339968,TEL-PPO,25.0,1024,baseline,0.007358551025390625,
344064,TEL-PPO,25.0,1024,baseline,-0.0010967254638671875,
344064,TEL-PPO,25.0,1024,baseline,-0.0010967254638671875,
344064,TEL-PPO,25.0,1024,baseline,-0.0010967254638671875,
348160,TEL-PPO,25.0,1024,baseline,0.012577056884765625,
348160,TEL-PPO,25.0,1024,baseline,0.012577056884765625,
348160,TEL-PPO,25.0,1024,baseline,0.012577056884765625,
352256,TEL-PPO,25.0,1024,baseline,0.018827438354492188,
352256,TEL-PPO,25.0,1024,baseline,0.018827438354492188,
352256,TEL-PPO,25.0,1024,baseline,0.018827438354492188,
356352,TEL-PPO,25.0,1024,baseline,0.0034027099609375,
356352,TEL-PPO,25.0,1024,baseline,0.0034027099609375,
356352,TEL-PPO,25.0,1024,baseline,0.0034027099609375,
360448,TEL-PPO,25.0,1024,baseline,0.04974365234375,
360448,TEL-PPO,25.0,1024,baseline,0.04974365234375,
360448,TEL-PPO,25.0,1024,baseline,0.04974365234375,
364544,TEL-PPO,25.0,1024,baseline,0.0014400482177734375,
364544,TEL-PPO,25.0,1024,baseline,0.0014400482177734375,
364544,TEL-PPO,25.0,1024,baseline,0.0014400482177734375,
368640,TEL-PPO,25.0,1024,baseline,-0.00083160400390625,
368640,TEL-PPO,25.0,1024,baseline,-0.00083160400390625,
368640,TEL-PPO,25.0,1024,baseline,-0.00083160400390625,
372736,TEL-PPO,25.0,1024,baseline,0.0072422027587890625,
372736,TEL-PPO,25.0,1024,baseline,0.0072422027587890625,
372736,TEL-PPO,25.0,1024,baseline,0.0072422027587890625,
376832,TEL-PPO,25.0,1024,baseline,0.0137481689453125,
376832,TEL-PPO,25.0,1024,baseline,0.0137481689453125,
376832,TEL-PPO,25.0,1024,baseline,0.0137481689453125,
380928,TEL-PPO,25.0,1024,baseline,0.0037027994791666665,
380928,TEL-PPO,25.0,1024,baseline,0.0037027994791666665,
380928,TEL-PPO,25.0,1024,baseline,0.0037027994791666665,
385024,TEL-PPO,25.0,1024,baseline,0.025279998779296875,
385024,TEL-PPO,25.0,1024,baseline,0.025279998779296875,
385024,TEL-PPO,25.0,1024,baseline,0.025279998779296875,
389120,TEL-PPO,25.0,1024,baseline,0.00714874267578125,
389120,TEL-PPO,25.0,1024,baseline,0.00714874267578125,
389120,TEL-PPO,25.0,1024,baseline,0.00714874267578125,
393216,TEL-PPO,25.0,1024,baseline,0.032343546549479164,
393216,TEL-PPO,25.0,1024,baseline,0.032343546549479164,
393216,TEL-PPO,25.0,1024,baseline,0.032343546549479164,
397312,TEL-PPO,25.0,1024,baseline,0.0021381378173828125,
397312,TEL-PPO,25.0,1024,baseline,0.0021381378173828125,
397312,TEL-PPO,25.0,1024,baseline,0.0021381378173828125,
401408,TEL-PPO,25.0,1024,baseline,0.0054473876953125,
401408,TEL-PPO,25.0,1024,baseline,0.0054473876953125,
401408,TEL-PPO,25.0,1024,baseline,0.0054473876953125,0.011413192749023436
405504,TEL-PPO,25.0,1024,baseline,0.014698028564453125,
405504,TEL-PPO,25.0,1024,baseline,0.014698028564453125,
405504,TEL-PPO,25.0,1024,baseline,0.014698028564453125,
409600,TEL-PPO,25.0,1024,baseline,-0.0010318756103515625,
409600,TEL-PPO,25.0,1024,baseline,-0.0010318756103515625,
409600,TEL-PPO,25.0,1024,baseline,-0.0010318756103515625,
413696,TEL-PPO,25.0,1024,baseline,0.000858306884765625,
413696,TEL-PPO,25.0,1024,baseline,0.000858306884765625,
413696,TEL-PPO,25.0,1024,baseline,0.000858306884765625,
417792,TEL-PPO,25.0,1024,baseline,0.007989883422851562,
417792,TEL-PPO,25.0,1024,baseline,0.007989883422851562,
417792,TEL-PPO,25.0,1024,baseline,0.007989883422851562,
421888,TEL-PPO,25.0,1024,baseline,0.01087188720703125,
421888,TEL-PPO,25.0,1024,baseline,0.01087188720703125,
421888,TEL-PPO,25.0,1024,baseline,0.01087188720703125,
425984,TEL-PPO,25.0,1024,baseline,-0.00273895263671875,
425984,TEL-PPO,25.0,1024,baseline,-0.00273895263671875,
